dataset	model_key	family	layer_index	layer_name	quality_score	slice_count	raw_value_mean	dataset_rank	dataset_rank_int
SPAQ	dinov2_giant	DINOv2	17	hidden_state_017	0.917368648755728	8	0.3150890294650746	15.0	15
SPAQ	dinov2_large	DINOv2	11	hidden_state_011	0.9327268722014158	8	0.3249147383211617	12.0	12
SPAQ	dinov2_small	DINOv2	7	hidden_state_007	0.9689120048515022	8	0.35100742396791057	7.0	7
SPAQ	dinov3_vitb16	DINOv3	0	block_000	0.7416533044784822	8	0.2583086846974071	31.0	31
SPAQ	dinov3_vith16plus	DINOv3	8	block_008	0.7453208980885531	8	0.25748387596516514	30.0	30
SPAQ	dinov3_vitl16	DINOv3	9	block_009	0.6513129985124053	8	0.23244770124623887	42.0	42
SPAQ	dinov3_vits16	DINOv3	1	block_001	0.6289636875527946	8	0.22614587454280596	49.0	49
SPAQ	dinov3_vits16plus	DINOv3	0	block_000	0.7290923803757111	8	0.25427535180561134	33.0	33
SPAQ	fastvit_ma36	FastViT	0	feature_map_000	0.9322482161945983	8	0.3255192436588835	13.0	13
SPAQ	fastvit_s12	FastViT	0	feature_map_000	0.7501504414194194	8	0.2590119184732931	28.0	28
SPAQ	fastvit_sa12	FastViT	1	feature_map_001	0.7360227306706136	8	0.255799362474139	32.0	32
SPAQ	fastvit_sa24	FastViT	2	feature_map_002	0.944734503599381	8	0.3339224350222735	11.0	11
SPAQ	fastvit_sa36	FastViT	0	feature_map_000	0.7127616606116332	8	0.2500899417686062	35.0	35
SPAQ	fastvit_t12	FastViT	0	feature_map_000	0.6509367781615124	8	0.23315052597068203	43.0	43
SPAQ	fastvit_t8	FastViT	1	feature_map_001	0.4498228809251493	8	0.1808496596807658	68.0	68
SPAQ	fastvithd_05b	FastViTHD	18	block_018	0.8776849354877292	8	0.2937593975013303	20.0	20
SPAQ	fastvithd_15b	FastViTHD	13	block_013	0.8783889032166431	8	0.2955515930983952	19.0	19
SPAQ	fastvithd_7b	FastViTHD	13	block_013	0.8912227943979727	8	0.30001511298932526	18.0	18
SPAQ	ijepa_vith14	I-JEPA	2	hidden_state_002	0.7723724378237761	8	0.2643768916772496	25.0	25
SPAQ	internvit_300m	InternViT	8	hidden_state_008	0.9829425360498755	8	0.3637416328729855	6.0	6
SPAQ	internvit_300m_v25	InternViT	9	hidden_state_009	0.9829454561084823	8	0.3629869725650129	5.0	5
SPAQ	internvit_6b_v25	InternViT	24	hidden_state_024	0.9897161375987681	8	0.3714613068247466	4.0	4
SPAQ	resnet101	ResNet	2	hidden_state_002	0.7055403556771546	8	0.2480694896582556	37.0	37
SPAQ	resnet152	ResNet	2	hidden_state_002	0.6401882760347753	8	0.2294766119312597	45.0	45
SPAQ	resnet18	ResNet	1	hidden_state_001	0.7806731132216516	8	0.2657579437526062	24.0	24
SPAQ	resnet34	ResNet	1	hidden_state_001	0.7608093561481016	8	0.26119331577540467	27.0	27
SPAQ	resnet50	ResNet	2	hidden_state_002	0.6712856153708148	8	0.2384775695964314	39.0	39
SPAQ	resnext101_32x8d	ResNeXt	2	feature_map_002	0.7969950728099093	8	0.2702460575012232	23.0	23
SPAQ	resnext50_32x4d	ResNeXt	2	feature_map_002	0.7082935037339373	8	0.24856262622221098	36.0	36
SPAQ	siglip2_base	SigLIP2	1	pooler_output	0.257135338409096	8	0.13124651907247023	72.0	72
SPAQ	siglip2_base_naflex	SigLIP2	1	pooler_output	0.2221579419987591	8	0.12202457335551427	73.0	73
SPAQ	siglip2_large	SigLIP2	1	pooler_output	0.4251430127903239	8	0.17606626961931868	69.0	69
SPAQ	siglip2_so400m	SigLIP2	1	pooler_output	0.3484619233701868	8	0.15791749940482147	71.0	71
SPAQ	siglip_base	SigLIP	1	hidden_state_001	0.9273699662861714	8	0.3237112217238155	14.0	14
SPAQ	siglip_large	SigLIP	7	hidden_state_007	0.95220448072481	8	0.3405309235669	10.0	10
SPAQ	siglip_so400m	SigLIP	13	hidden_state_013	1.0	8	0.4462251798316492	1.0	1
SPAQ	swin_base	Swin	2	hidden_state_002	0.5292822309060872	8	0.19967083742190753	60.0	60
SPAQ	swin_large	Swin	1	hidden_state_001	0.5878977353427075	8	0.21539871808860817	55.0	55
SPAQ	swin_small	Swin	2	hidden_state_002	0.5505457472733661	8	0.20481041463537275	58.0	58
SPAQ	swin_tiny	Swin	2	hidden_state_002	0.6174543349554843	8	0.2235594048547549	50.0	50
SPAQ	swinv2_base	SwinV2	2	hidden_state_002	0.5505364030858245	8	0.20506269980046352	59.0	59
SPAQ	swinv2_large	SwinV2	2	hidden_state_002	0.5281932826504601	8	0.19907788377938737	61.0	61
SPAQ	swinv2_small	SwinV2	2	hidden_state_002	0.5920393128658249	8	0.21616959050022203	54.0	54
SPAQ	swinv2_tiny	SwinV2	2	hidden_state_002	0.6313760063689983	8	0.2273240329043741	47.0	47
SPAQ	vgg11	VGG	2	feature_map_002	0.5932427274188364	8	0.2168806767061769	53.0	53
SPAQ	vgg11_bn	VGG	2	feature_map_002	0.5085828698616313	8	0.1941278864301823	64.0	64
SPAQ	vgg13	VGG	1	feature_map_001	0.6718528075545888	8	0.23584853327809102	38.0	38
SPAQ	vgg13_bn	VGG	1	feature_map_001	0.6349846147952127	8	0.22805293997468232	46.0	46
SPAQ	vgg16	VGG	1	feature_map_001	0.7458691682925553	8	0.2588442640700452	29.0	29
SPAQ	vgg16_bn	VGG	1	feature_map_001	0.6421274285543421	8	0.23041366434217153	44.0	44
SPAQ	vgg19	VGG	1	feature_map_001	0.7206179030895622	8	0.25077379778890974	34.0	34
SPAQ	vgg19_bn	VGG	1	feature_map_001	0.6642756058771202	8	0.2361099450580727	40.0	40
SPAQ	vit_base	ViT	3	hidden_state_003	0.5104338366112744	8	0.1950238207460141	63.0	63
SPAQ	vit_huge	ViT	8	hidden_state_008	0.6094572288503659	8	0.22103599593831075	52.0	52
SPAQ	vit_large	ViT	11	hidden_state_011	0.4579991618263775	8	0.18341054655694294	65.0	65
SPAQ	vit_mae_base	MAE	3	hidden_state_003	0.6617944904801417	8	0.23512100924207802	41.0	41
SPAQ	vit_mae_huge	MAE	7	hidden_state_007	0.7684477622539676	8	0.263024005921602	26.0	26
SPAQ	vit_mae_large	MAE	7	hidden_state_007	0.8659575129136672	8	0.28896651450048333	21.0	21
SPAQ	vit_small	ViT	4	block_004	0.8938956992442422	8	0.30271117927105273	17.0	17
SPAQ	vit_tiny	ViT	3	block_003	0.8413926950879475	8	0.2821793559705883	22.0	22
koniq10k	clip_vit_b16	CLIP	8	hidden_state_008	0.9602737874584908	8	0.26369509014241227	5.0	5
koniq10k	clip_vit_b32	CLIP	7	hidden_state_007	0.9335929131568749	8	0.23422638853532804	12.0	12
koniq10k	clip_vit_l14	CLIP	14	hidden_state_014	0.9878916269769521	8	0.30560966741776374	4.0	4
koniq10k	clip_vit_l14_336	CLIP	14	hidden_state_014	0.9972317616866128	8	0.32519617885224356	2.0	2
koniq10k	convnext_base	ConvNeXt	0	hidden_state_000	0.41271813563687115	8	0.08265406556870754	68.0	68
koniq10k	convnext_large	ConvNeXt	0	hidden_state_000	0.4069595262953102	8	0.08215811188984486	69.0	69
koniq10k	convnext_small	ConvNeXt	1	hidden_state_001	0.46840977540820294	8	0.09225812866476144	66.0	66
koniq10k	convnext_tiny	ConvNeXt	1	hidden_state_001	0.35414099425257467	8	0.07298742961129645	70.0	70
koniq10k	dino_vitb16	DINO	5	hidden_state_005	0.7027451733156401	8	0.13992895051043167	33.0	33
koniq10k	dino_vitb8	DINO	6	hidden_state_006	0.8353228990396239	8	0.1874195972485865	16.0	16
koniq10k	dino_vits16	DINO	5	hidden_state_005	0.7565978887273321	8	0.1570233096995682	25.0	25
koniq10k	dino_vits8	DINO	6	hidden_state_006	0.7800555126621476	8	0.16405959945065612	22.0	22
koniq10k	dinov2_base	DINOv2	3	hidden_state_003	0.9495327054274143	8	0.24933546615003666	7.0	7
koniq10k	dinov2_giant	DINOv2	17	hidden_state_017	0.9244740756291405	8	0.22894425172985475	13.0	13
koniq10k	dinov2_large	DINOv2	17	hidden_state_017	0.9344283489347482	8	0.2358486455203036	11.0	11
koniq10k	dinov2_small	DINOv2	7	hidden_state_007	0.9376823608020555	8	0.24277473201083083	10.0	10
koniq10k	dinov3_vit7b16	DINOv3	1	block_001	0.7258526083733593	8	0.1512769919408455	30.0	30
koniq10k	dinov3_vitb16	DINOv3	0	block_000	0.7188305842984954	8	0.14563764147519082	31.0	31
koniq10k	dinov3_vith16plus	DINOv3	2	block_002	0.7307005226543408	8	0.15547858209879495	29.0	29
koniq10k	dinov3_vitl16	DINOv3	2	block_002	0.7638155362311924	8	0.159224745324776	24.0	24
koniq10k	dinov3_vits16	DINOv3	0	block_000	0.7838518562813229	8	0.16549501292223462	21.0	21
koniq10k	dinov3_vits16plus	DINOv3	0	block_000	0.5980653925214997	8	0.12012369492883358	48.0	48
koniq10k	fastvit_ma36	FastViT	1	feature_map_001	0.696776727963617	8	0.13854443288600696	35.0	35
koniq10k	fastvit_s12	FastViT	0	feature_map_000	0.48977926557673773	8	0.09558589619379285	63.0	63
koniq10k	fastvit_sa12	FastViT	2	feature_map_002	0.5564346197090791	8	0.11277506848029338	54.0	54
koniq10k	fastvit_sa24	FastViT	2	feature_map_002	0.7172149883012625	8	0.14560143719789076	32.0	32
koniq10k	fastvit_sa36	FastViT	0	feature_map_000	0.562810097014744	8	0.10772882979830121	53.0	53
koniq10k	fastvit_t12	FastViT	0	feature_map_000	0.5891050744549141	8	0.11420678348800228	50.0	50
koniq10k	fastvit_t8	FastViT	1	feature_map_001	0.47508163392134395	8	0.0935505565713137	65.0	65
koniq10k	fastvithd_05b	FastViTHD	24	block_024	0.6559991557742284	8	0.12764284241768892	43.0	43
koniq10k	fastvithd_15b	FastViTHD	24	block_024	0.7000130824520041	8	0.13979799942408463	34.0	34
koniq10k	fastvithd_7b	FastViTHD	18	block_018	0.6438583501849539	8	0.12432832512350972	46.0	46
koniq10k	ijepa_vith14	I-JEPA	21	hidden_state_021	0.6688945021018523	8	0.1304034617015129	42.0	42
koniq10k	internvit_300m	InternViT	9	hidden_state_009	0.9409638277951998	8	0.23952140109478787	9.0	9
koniq10k	internvit_300m_v25	InternViT	11	hidden_state_011	0.9890430686493343	8	0.31205839101721755	3.0	3
koniq10k	internvit_6b_v25	InternViT	31	hidden_state_031	0.9984942247020431	8	0.33091988743146666	1.0	1
koniq10k	resnet101	ResNet	0	hidden_state_000	0.673278411158817	8	0.1331527863535784	41.0	41
koniq10k	resnet152	ResNet	0	hidden_state_000	0.6486756444250898	8	0.12653343557024604	45.0	45
koniq10k	resnet18	ResNet	0	hidden_state_000	0.6880699168756071	8	0.14160199609483254	38.0	38
koniq10k	resnet34	ResNet	0	hidden_state_000	0.6839246101018286	8	0.13880178939725896	39.0	39
koniq10k	resnet50	ResNet	1	hidden_state_001	0.6363611326416285	8	0.12439989173140399	47.0	47
