dataset	model_key	family	layer_index	layer_name	quality_score	slice_count	raw_value_mean	dataset_rank	dataset_rank_int
CSIQ	clip_vit_b16	CLIP	12	hidden_state_012	0.9648001858736059	8	0.5668259075362914	10.0	10
CSIQ	clip_vit_b32	CLIP	15	image_embeds_l2	0.924953531598513	8	0.5486529377362608	24.0	24
CSIQ	clip_vit_l14	CLIP	27	image_embeds_l2	0.8924256505576208	8	0.5379967980995928	29.0	29
CSIQ	clip_vit_l14_336	CLIP	27	image_embeds_l2	0.9447026022304833	8	0.5569794119669031	20.0	20
CSIQ	convnext_base	ConvNeXt	4	hidden_state_004	0.5961895910780669	8	0.4820911758117733	65.0	65
CSIQ	convnext_large	ConvNeXt	2	hidden_state_002	0.5357806691449815	8	0.45879838787319455	68.0	68
CSIQ	convnext_small	ConvNeXt	4	hidden_state_004	0.6538104089219331	8	0.49177993698683625	61.0	61
CSIQ	convnext_tiny	ConvNeXt	5	canonical_embedding	0.7964684014869888	8	0.5133653901969106	45.0	45
CSIQ	dino_vitb16	DINO	12	hidden_state_012	0.7542983271375465	8	0.5033771650710026	51.0	51
CSIQ	dino_vitb8	DINO	12	hidden_state_012	0.726881970260223	8	0.5017149879397806	56.0	56
CSIQ	dino_vits16	DINO	12	hidden_state_012	0.7450046468401488	8	0.5024753450344313	52.0	52
CSIQ	dino_vits8	DINO	12	hidden_state_012	0.8273698884758364	8	0.5186856093335925	39.0	39
CSIQ	dinov2_base	DINOv2	12	hidden_state_012	0.8718633828996283	8	0.5297423266030244	32.0	32
CSIQ	dinov2_giant	DINOv2	36	hidden_state_036	0.8217936802973977	8	0.5170219666330392	40.0	40
CSIQ	dinov2_large	DINOv2	24	hidden_state_024	0.8325975836431226	8	0.5202205105309775	38.0	38
CSIQ	dinov2_small	DINOv2	12	hidden_state_012	0.8720957249070632	8	0.5302586081969064	31.0	31
CSIQ	dinov3_vit7b16	DINOv3	13	block_013	0.9503949814126395	8	0.5599087223257634	18.0	18
CSIQ	dinov3_vitb16	DINOv3	6	block_006	0.7975139405204461	8	0.5159696625371604	44.0	44
CSIQ	dinov3_vith16plus	DINOv3	7	block_007	0.6999302973977696	8	0.4947421751844449	57.0	57
CSIQ	dinov3_vitl16	DINOv3	8	block_008	0.8522304832713755	8	0.52464258551542	34.0	34
CSIQ	dinov3_vits16	DINOv3	10	block_010	0.8445631970260223	8	0.5239808812667199	36.0	36
CSIQ	dinov3_vits16plus	DINOv3	7	block_007	0.8212128252788105	8	0.5207718291383295	41.0	41
CSIQ	fastvit_ma36	FastViT	2	feature_map_002	0.9132202602230484	8	0.5436776196977613	27.0	27
CSIQ	fastvit_s12	FastViT	3	feature_map_003	0.7831087360594795	8	0.5087315492733078	47.0	47
CSIQ	fastvit_sa12	FastViT	2	feature_map_002	0.7640566914498141	8	0.5044950110367875	50.0	50
CSIQ	fastvit_sa24	FastViT	2	feature_map_002	0.8122676579925651	8	0.5152267068939188	43.0	43
CSIQ	fastvit_sa36	FastViT	2	feature_map_002	0.8127323420074349	8	0.5150544751589967	42.0	42
CSIQ	fastvit_t12	FastViT	3	feature_map_003	0.7949581784386617	8	0.511493593706108	46.0	46
CSIQ	fastvit_t8	FastViT	3	feature_map_003	0.8442146840148699	8	0.5241693139613117	37.0	37
CSIQ	fastvithd_05b	FastViTHD	44	image_embeddings	0.9946561338289963	8	0.6038475895914746	3.0	3
CSIQ	fastvithd_15b	FastViTHD	44	image_embeddings	0.9963986988847584	8	0.6069874553109482	1.0	1
CSIQ	fastvithd_7b	FastViTHD	45	canonical_embedding	0.9817611524163569	8	0.5826637533120976	6.0	6
CSIQ	ijepa_vith14	I-JEPA	33	canonical_embedding	0.7440752788104089	8	0.4999588919664544	54.0	54
CSIQ	internvit_300m	InternViT	9	hidden_state_009	0.2520910780669145	8	0.3840104909417278	75.0	75
CSIQ	internvit_300m_v25	InternViT	18	hidden_state_018	0.362453531598513	8	0.40139002521316125	74.0	74
CSIQ	internvit_6b_v25	InternViT	41	hidden_state_041	0.9551579925650557	8	0.5612030634983235	14.0	14
CSIQ	resnet101	ResNet	3	hidden_state_003	0.8480483271375465	8	0.5249524768409682	35.0	35
CSIQ	resnet152	ResNet	3	hidden_state_003	0.7698652416356877	8	0.5093466022995992	49.0	49
CSIQ	resnet18	ResNet	4	hidden_state_004	0.9347118959107806	8	0.5536606797745711	23.0	23
CSIQ	resnet34	ResNet	3	hidden_state_003	0.9513243494423792	8	0.5602839196811181	17.0	17
CSIQ	resnet50	ResNet	3	hidden_state_003	0.9359897769516728	8	0.5525039920724775	22.0	22
CSIQ	resnext101_32x8d	ResNeXt	3	feature_map_003	0.9218169144981413	8	0.5482088035904052	26.0	26
CSIQ	resnext50_32x4d	ResNeXt	4	feature_map_004	0.8983503717472119	8	0.5398950978054023	28.0	28
CSIQ	siglip2_base	SigLIP2	2	image_embeds_l2	0.9465613382899628	8	0.5582380522158403	19.0	19
CSIQ	siglip2_base_naflex	SigLIP2	2	image_embeds_l2	0.9638708178438662	8	0.5647116798368947	11.0	11
CSIQ	siglip2_large	SigLIP2	2	image_embeds_l2	0.7353624535315985	8	0.5065474516960266	55.0	55
CSIQ	siglip2_so400m	SigLIP2	2	image_embeds_l2	0.5636617100371747	8	0.47748968864456987	66.0	66
CSIQ	siglip2_so400m_naflex	SigLIP2	2	image_embeds_l2	0.8623373605947956	8	0.5292573647824445	33.0	33
CSIQ	siglip_base	SigLIP	12	hidden_state_012	0.9529507434944238	8	0.5591938958273556	16.0	16
CSIQ	siglip_large	SigLIP	14	hidden_state_014	0.9237918215613383	8	0.5491500605149584	25.0	25
CSIQ	siglip_so400m	SigLIP	29	image_embeds_l2	0.9579460966542751	8	0.5616885263795908	13.0	13
CSIQ	swin_base	Swin	5	canonical_embedding	0.45411245353159846	8	0.45461320131371685	71.0	71
CSIQ	swin_large	Swin	5	canonical_embedding	0.4280901486988848	8	0.44832704788490507	72.0	72
CSIQ	swin_small	Swin	5	canonical_embedding	0.5615706319702602	8	0.4754503651608636	67.0	67
CSIQ	swin_tiny	Swin	3	hidden_state_003	0.7445399628252788	8	0.5040799725671917	53.0	53
CSIQ	swinv2_base	SwinV2	5	canonical_embedding	0.4898931226765799	8	0.46329837058951734	69.0	69
CSIQ	swinv2_large	SwinV2	5	canonical_embedding	0.4107806691449814	8	0.44413442396400044	73.0	73
CSIQ	swinv2_small	SwinV2	5	canonical_embedding	0.4635223048327138	8	0.4571083032075606	70.0	70
CSIQ	swinv2_tiny	SwinV2	3	hidden_state_003	0.5967704460966543	8	0.4817233261874686	64.0	64
CSIQ	vgg11	VGG	5	feature_map_005	0.9599210037174721	8	0.5795390292939379	12.0	12
CSIQ	vgg11_bn	VGG	5	feature_map_005	0.9536477695167287	8	0.572308243091116	15.0	15
CSIQ	vgg13	VGG	5	feature_map_005	0.9758364312267658	8	0.5935176494379111	7.0	7
CSIQ	vgg13_bn	VGG	5	feature_map_005	0.9659618959107806	8	0.5795895179581602	9.0	9
CSIQ	vgg16	VGG	5	feature_map_005	0.9857109665427509	8	0.6122808150297921	4.0	4
CSIQ	vgg16_bn	VGG	5	feature_map_005	0.9714219330855018	8	0.5805342296778822	8.0	8
CSIQ	vgg19	VGG	5	feature_map_005	0.9951208178438662	8	0.6219713482105725	2.0	2
CSIQ	vgg19_bn	VGG	5	feature_map_005	0.9825743494423792	8	0.5889661713032392	5.0	5
CSIQ	vit_base	ViT	13	canonical_embedding	0.6840148698884758	8	0.4898117341699313	59.0	59
CSIQ	vit_huge	ViT	31	hidden_state_031	0.6622908921933086	8	0.4865141431012474	60.0	60
CSIQ	vit_large	ViT	22	hidden_state_022	0.6319702602230484	8	0.48323996113812473	62.0	62
CSIQ	vit_mae_base	MAE	11	hidden_state_011	0.6983039033457249	8	0.49407206717976837	58.0	58
CSIQ	vit_mae_huge	MAE	22	hidden_state_022	0.6222118959107806	8	0.48064412949726726	63.0	63
CSIQ	vit_mae_large	MAE	20	hidden_state_020	0.7699814126394052	8	0.5063284782875814	48.0	48
CSIQ	vit_small	ViT	11	block_011	0.8777881040892194	8	0.533601615026737	30.0	30
CSIQ	vit_tiny	ViT	11	block_011	0.9361059479553904	8	0.5523739477350986	21.0	21
PieAPP	clip_vit_b16	CLIP	12	hidden_state_012	0.7594098513011153	8	0.3806314477472998	36.0	36
PieAPP	clip_vit_b32	CLIP	13	pooler_output	0.7649860594795539	8	0.3838866951338794	35.0	35
PieAPP	clip_vit_l14	CLIP	3	hidden_state_003	0.6596189591078067	8	0.35938116037444806	51.0	51
PieAPP	clip_vit_l14_336	CLIP	26	image_embeds	0.5178903345724907	8	0.3414936900554865	63.0	63
PieAPP	convnext_base	ConvNeXt	2	hidden_state_002	0.3118029739776952	8	0.30334815816789074	73.0	73
PieAPP	convnext_large	ConvNeXt	2	hidden_state_002	0.46363847583643125	8	0.33049531833710766	67.0	67
PieAPP	convnext_small	ConvNeXt	2	hidden_state_002	0.3234200743494424	8	0.30312490525867797	71.0	71
PieAPP	convnext_tiny	ConvNeXt	2	hidden_state_002	0.5931691449814126	8	0.35273701598985663	55.0	55
PieAPP	dino_vitb16	DINO	9	hidden_state_009	0.9853624535315986	8	0.44282409931422634	3.0	3
PieAPP	dino_vitb8	DINO	3	hidden_state_003	0.9312267657992566	8	0.42040500459404245	10.0	10
PieAPP	dino_vits16	DINO	4	hidden_state_004	0.9321561338289963	8	0.42401795191540725	9.0	9
PieAPP	dino_vits8	DINO	3	hidden_state_003	0.945631970260223	8	0.42520070849827	8.0	8
PieAPP	dinov2_base	DINOv2	1	hidden_state_001	0.8256273234200744	8	0.3942562703039308	23.0	23
PieAPP	dinov2_giant	DINOv2	3	hidden_state_003	0.7523234200743495	8	0.37613273198168073	38.0	38
PieAPP	dinov2_large	DINOv2	4	hidden_state_004	0.5638940520446096	8	0.34794660172433683	57.0	57
PieAPP	dinov2_small	DINOv2	4	hidden_state_004	0.6622908921933085	8	0.36234404889860006	50.0	50
PieAPP	dinov3_vit7b16	DINOv3	21	block_021	0.766728624535316	8	0.3824295157335284	34.0	34
PieAPP	dinov3_vitb16	DINOv3	0	block_000	0.7479089219330856	8	0.37573192221526364	39.0	39
PieAPP	dinov3_vith16plus	DINOv3	16	block_016	0.7881040892193308	8	0.3852214868445672	30.0	30
PieAPP	dinov3_vitl16	DINOv3	11	block_011	0.8127323420074349	8	0.38972571997655764	26.0	26
PieAPP	dinov3_vits16	DINOv3	6	block_006	0.8137778810408922	8	0.3909132064895053	24.0	24
PieAPP	dinov3_vits16plus	DINOv3	6	block_006	0.8422397769516728	8	0.3977869651351958	21.0	21
PieAPP	fastvit_ma36	FastViT	2	feature_map_002	0.7743959107806692	8	0.3824698908691367	32.0	32
PieAPP	fastvit_s12	FastViT	0	feature_map_000	0.7364079925650557	8	0.3722219881467313	42.0	42
PieAPP	fastvit_sa12	FastViT	3	feature_map_003	0.6121050185873605	8	0.35844372837630634	53.0	53
PieAPP	fastvit_sa24	FastViT	1	feature_map_001	0.5313661710037174	8	0.3418282338348335	61.0	61
PieAPP	fastvit_sa36	FastViT	3	feature_map_003	0.5383364312267658	8	0.3448957336392278	60.0	60
PieAPP	fastvit_t12	FastViT	0	feature_map_000	0.4975604089219331	8	0.3355591181251709	64.0	64
PieAPP	fastvit_t8	FastViT	1	feature_map_001	0.7297862453531598	8	0.37100900210763804	43.0	43
PieAPP	fastvithd_05b	FastViTHD	44	image_embeddings	0.9967472118959108	8	0.4635704589632683	1.0	1
PieAPP	fastvithd_15b	FastViTHD	44	image_embeddings	0.9875697026022304	8	0.447898902084851	2.0	2
PieAPP	fastvithd_7b	FastViTHD	45	canonical_embedding	0.983503717472119	8	0.4464933819296299	5.0	5
PieAPP	ijepa_vith14	I-JEPA	6	hidden_state_006	0.9851301115241635	8	0.4548794078756243	4.0	4
PieAPP	internvit_300m	InternViT	3	hidden_state_003	0.7075975836431228	8	0.36693896285510247	46.0	46
PieAPP	internvit_300m_v25	InternViT	3	hidden_state_003	0.6773931226765799	8	0.3619955446426623	49.0	49
PieAPP	internvit_6b_v25	InternViT	45	hidden_state_045	0.2986756505576208	8	0.3013987209813979	75.0	75
PieAPP	resnet101	ResNet	3	hidden_state_003	0.6979553903345725	8	0.37128350804718246	47.0	47
PieAPP	resnet152	ResNet	2	hidden_state_002	0.6797165427509294	8	0.3628168961450836	48.0	48
PieAPP	resnet18	ResNet	3	hidden_state_003	0.8822026022304833	8	0.4083858682999853	17.0	17
PieAPP	resnet34	ResNet	3	hidden_state_003	0.8657063197026023	8	0.404203653650751	18.0	18
PieAPP	resnet50	ResNet	4	hidden_state_004	0.7433782527881041	8	0.3776127595699351	41.0	41
PieAPP	resnext101_32x8d	ResNeXt	3	feature_map_003	0.7682388475836431	8	0.3814512385053423	33.0	33
PieAPP	resnext50_32x4d	ResNeXt	3	feature_map_003	0.8579228624535316	8	0.40184740524621687	19.0	19
PieAPP	siglip2_base	SigLIP2	2	image_embeds_l2	0.5528578066914498	8	0.3476095787088071	59.0	59
PieAPP	siglip2_base_naflex	SigLIP2	2	image_embeds_l2	0.7984433085501859	8	0.3867812810265349	28.0	28
PieAPP	siglip2_large	SigLIP2	2	image_embeds_l2	0.5808550185873605	8	0.35261656896482496	56.0	56
PieAPP	siglip2_so400m	SigLIP2	1	pooler_output	0.47235130111524165	8	0.3340546862273497	66.0	66
PieAPP	siglip2_so400m_naflex	SigLIP2	1	pooler_output	0.5594795539033457	8	0.3489543992497558	58.0	58
PieAPP	siglip_base	SigLIP	6	hidden_state_006	0.8134293680297398	8	0.3907936791984695	25.0	25
PieAPP	siglip_large	SigLIP	12	hidden_state_012	0.7190985130111524	8	0.3717889886563841	44.0	44
PieAPP	siglip_so400m	SigLIP	29	image_embeds_l2	0.6090845724907064	8	0.3581302515428625	54.0	54
PieAPP	swin_base	Swin	2	hidden_state_002	0.3982342007434944	8	0.3175115724300531	68.0	68
PieAPP	swin_large	Swin	3	hidden_state_003	0.38905669144981414	8	0.31770839646824284	69.0	69
PieAPP	swin_small	Swin	2	hidden_state_002	0.518703531598513	8	0.3388683842765302	62.0	62
PieAPP	swin_tiny	Swin	3	hidden_state_003	0.6268587360594796	8	0.3588452845478741	52.0	52
PieAPP	swinv2_base	SwinV2	2	hidden_state_002	0.3233039033457249	8	0.3040109594803761	72.0	72
PieAPP	swinv2_large	SwinV2	5	canonical_embedding	0.3260920074349442	8	0.30643914080275725	70.0	70
PieAPP	swinv2_small	SwinV2	3	hidden_state_003	0.30297397769516726	8	0.29998319111681937	74.0	74
PieAPP	swinv2_tiny	SwinV2	3	hidden_state_003	0.4887314126394052	8	0.3362450594627382	65.0	65
PieAPP	vgg11	VGG	5	feature_map_005	0.8451440520446096	8	0.397948114402359	20.0	20
PieAPP	vgg11_bn	VGG	5	feature_map_005	0.8258596654275093	8	0.39344163073974797	22.0	22
PieAPP	vgg13	VGG	5	feature_map_005	0.7536013011152416	8	0.3802355913181138	37.0	37
PieAPP	vgg13_bn	VGG	5	feature_map_005	0.7189823420074349	8	0.3746258473097704	45.0	45
PieAPP	vgg16	VGG	5	feature_map_005	0.7983271375464684	8	0.38719401248867114	29.0	29
PieAPP	vgg16_bn	VGG	5	feature_map_005	0.7451208178438662	8	0.3776386506980412	40.0	40
PieAPP	vgg19	VGG	3	feature_map_003	0.7785780669144982	8	0.38333096069168804	31.0	31
PieAPP	vgg19_bn	VGG	5	feature_map_005	0.8029739776951672	8	0.38771677185681774	27.0	27
PieAPP	vit_base	ViT	3	hidden_state_003	0.8931226765799256	8	0.4117193340409548	14.0	14
PieAPP	vit_huge	ViT	23	hidden_state_023	0.9819934944237918	8	0.4408465797988017	6.0	6
PieAPP	vit_large	ViT	20	hidden_state_020	0.9502788104089219	8	0.42967853655510013	7.0	7
PieAPP	vit_mae_base	MAE	11	hidden_state_011	0.9138011152416357	8	0.418315644596182	12.0	12
PieAPP	vit_mae_huge	MAE	19	hidden_state_019	0.8840613382899628	8	0.408634436184118	16.0	16
PieAPP	vit_mae_large	MAE	19	hidden_state_019	0.8867332713754648	8	0.4091243312012627	15.0	15
PieAPP	vit_small	ViT	2	block_002	0.8990473977695167	8	0.41373273136158856	13.0	13
PieAPP	vit_tiny	ViT	1	block_001	0.9248373605947955	8	0.42028842580967063	11.0	11
TID2013	clip_vit_b16	CLIP	12	hidden_state_012	0.9190288104089219	8	0.5066177013603731	26.0	26
TID2013	clip_vit_b32	CLIP	12	hidden_state_012	0.9063661710037174	8	0.5035269828474389	28.0	28
