dataset	model_key	family	layer_index	layer_name	quality_score	slice_count	raw_value_mean	dataset_rank	dataset_rank_int
LIVEC	fastvithd_15b	FastViTHD	41	block_041	0.9869918510814308	8	0.02364634307856045	4.0	4
LIVEC	fastvithd_7b	FastViTHD	35	block_035	0.9123849660347307	8	0.010736783837136334	14.0	14
LIVEC	ijepa_vith14	I-JEPA	31	hidden_state_031	0.9534657360972378	8	0.014984685543318003	9.0	9
LIVEC	internvit_300m	InternViT	2	hidden_state_002	0.9112688448032623	8	0.010926585275756335	15.0	15
LIVEC	internvit_300m_v25	InternViT	24	hidden_state_024	0.9895596271543661	8	0.022540405567195068	3.0	3
LIVEC	internvit_6b_v25	InternViT	45	hidden_state_045	0.9666118313784854	8	0.015701086556198562	7.0	7
LIVEC	resnet101	ResNet	0	hidden_state_000	0.4193715309600552	8	-0.0025255583864362717	70.0	70
LIVEC	resnet152	ResNet	4	hidden_state_004	0.6639336982154074	8	0.0033796596851839245	60.0	60
LIVEC	resnet18	ResNet	0	hidden_state_000	0.5923695709632132	8	0.0017017307447445363	67.0	67
LIVEC	resnet34	ResNet	0	hidden_state_000	0.6322880946496549	8	0.0027324946423963477	65.0	65
LIVEC	resnet50	ResNet	0	hidden_state_000	0.41417387077064605	8	-0.0025447320564721708	71.0	71
LIVEC	resnext101_32x8d	ResNeXt	3	feature_map_003	0.7225339781414012	8	0.004985582688652581	53.0	53
LIVEC	resnext50_32x4d	ResNeXt	4	feature_map_004	0.4877151577093781	8	-0.001126693252522383	69.0	69
LIVEC	siglip2_base	SigLIP2	0	hidden_state_000	0.6517522620629053	8	0.0032704520246298573	62.0	62
LIVEC	siglip2_base_naflex	SigLIP2	1	pooler_output	0.32119952407432195	8	-0.005691235511741231	73.0	73
LIVEC	siglip2_large	SigLIP2	0	hidden_state_000	0.3721494660639076	8	-0.003994309317239241	72.0	72
LIVEC	siglip2_so400m	SigLIP2	1	pooler_output	0.10682529854768011	8	-0.01456642201434239	74.0	74
LIVEC	siglip2_so400m_naflex	SigLIP2	0	hidden_state_000	0.10164748289722543	8	-0.01694804425903225	75.0	75
LIVEC	siglip_base	SigLIP	0	hidden_state_000	0.8959740686582431	8	0.010037408050574459	18.0	18
LIVEC	siglip_large	SigLIP	0	hidden_state_000	0.8516367561194123	8	0.008550944721228877	31.0	31
LIVEC	siglip_so400m	SigLIP	0	hidden_state_000	0.7913702857956866	8	0.00693135340317997	43.0	43
LIVEC	swin_base	Swin	0	hidden_state_000	0.8393869903922396	8	0.008189262957671192	33.0	33
LIVEC	swin_large	Swin	0	hidden_state_000	0.8143195833204612	8	0.007490981824220053	39.0	39
LIVEC	swin_small	Swin	0	hidden_state_000	0.8022723391584028	8	0.007119221975980921	41.0	41
LIVEC	swin_tiny	Swin	0	hidden_state_000	0.8352356201107347	8	0.008082695425881192	36.0	36
LIVEC	swinv2_base	SwinV2	0	hidden_state_000	0.8881104823789076	8	0.009658471437529532	23.0	23
LIVEC	swinv2_large	SwinV2	0	hidden_state_000	0.8561441481565388	8	0.008560023375273087	30.0	30
LIVEC	swinv2_small	SwinV2	0	hidden_state_000	0.8909278705715571	8	0.009818222616379598	22.0	22
LIVEC	swinv2_tiny	SwinV2	0	hidden_state_000	0.8607647076995953	8	0.008711266707569573	29.0	29
LIVEC	vgg11	VGG	5	feature_map_005	0.7076337328843534	8	0.004680634342718996	57.0	57
LIVEC	vgg11_bn	VGG	0	feature_map_000	0.7351244263319225	8	0.0049619732231098715	50.0	50
LIVEC	vgg13	VGG	0	feature_map_000	0.6340525423321559	8	0.0022133407416892173	63.0	63
LIVEC	vgg13_bn	VGG	0	feature_map_000	0.8041806329313795	8	0.007338417759540181	40.0	40
LIVEC	vgg16	VGG	0	feature_map_000	0.61455480010435	8	0.0016672618466753697	66.0	66
LIVEC	vgg16_bn	VGG	0	feature_map_000	0.7449949927401167	8	0.005407672108942259	49.0	49
LIVEC	vgg19	VGG	4	feature_map_004	0.7163631846687744	8	0.005631703762729111	55.0	55
LIVEC	vgg19_bn	VGG	0	feature_map_000	0.7857700496349463	8	0.006598023573971537	46.0	46
LIVEC	vit_base	ViT	1	hidden_state_001	0.749275298890937	8	0.005339476524805415	48.0	48
LIVEC	vit_huge	ViT	2	hidden_state_002	0.9254462125034755	8	0.011389698393220708	12.0	12
LIVEC	vit_large	ViT	1	hidden_state_001	0.7971758324837726	8	0.0066093114349533655	42.0	42
LIVEC	vit_mae_base	MAE	13	canonical_embedding	0.8724376945837495	8	0.009957387359978786	26.0	26
LIVEC	vit_mae_huge	MAE	25	hidden_state_025	0.996987062647815	8	0.026283164318882293	1.0	1
LIVEC	vit_mae_large	MAE	2	hidden_state_002	0.945614163809053	8	0.013409909532401829	11.0	11
LIVEC	vit_small	ViT	0	block_000	0.8382485574629197	8	0.007822479075191095	34.0	34
LIVEC	vit_tiny	ViT	10	block_010	0.8949583500671068	8	0.011053294061470483	19.0	19
PieAPP	clip_vit_b16	CLIP	12	hidden_state_012	0.7594098513011153	8	0.3806314477472998	36.0	36
PieAPP	clip_vit_b32	CLIP	13	pooler_output	0.7649860594795539	8	0.3838866951338794	35.0	35
PieAPP	clip_vit_l14	CLIP	3	hidden_state_003	0.6596189591078067	8	0.35938116037444806	51.0	51
PieAPP	clip_vit_l14_336	CLIP	26	image_embeds	0.5178903345724907	8	0.3414936900554865	63.0	63
PieAPP	convnext_base	ConvNeXt	2	hidden_state_002	0.3118029739776952	8	0.30334815816789074	73.0	73
PieAPP	convnext_large	ConvNeXt	2	hidden_state_002	0.46363847583643125	8	0.33049531833710766	67.0	67
PieAPP	convnext_small	ConvNeXt	2	hidden_state_002	0.3234200743494424	8	0.30312490525867797	71.0	71
PieAPP	convnext_tiny	ConvNeXt	2	hidden_state_002	0.5931691449814126	8	0.35273701598985663	55.0	55
PieAPP	dino_vitb16	DINO	9	hidden_state_009	0.9853624535315986	8	0.44282409931422634	3.0	3
PieAPP	dino_vitb8	DINO	3	hidden_state_003	0.9312267657992566	8	0.42040500459404245	10.0	10
PieAPP	dino_vits16	DINO	4	hidden_state_004	0.9321561338289963	8	0.42401795191540725	9.0	9
PieAPP	dino_vits8	DINO	3	hidden_state_003	0.945631970260223	8	0.42520070849827	8.0	8
PieAPP	dinov2_base	DINOv2	1	hidden_state_001	0.8256273234200744	8	0.3942562703039308	23.0	23
PieAPP	dinov2_giant	DINOv2	3	hidden_state_003	0.7523234200743495	8	0.37613273198168073	38.0	38
PieAPP	dinov2_large	DINOv2	4	hidden_state_004	0.5638940520446096	8	0.34794660172433683	57.0	57
PieAPP	dinov2_small	DINOv2	4	hidden_state_004	0.6622908921933085	8	0.36234404889860006	50.0	50
PieAPP	dinov3_vit7b16	DINOv3	21	block_021	0.766728624535316	8	0.3824295157335284	34.0	34
PieAPP	dinov3_vitb16	DINOv3	0	block_000	0.7479089219330856	8	0.37573192221526364	39.0	39
PieAPP	dinov3_vith16plus	DINOv3	16	block_016	0.7881040892193308	8	0.3852214868445672	30.0	30
PieAPP	dinov3_vitl16	DINOv3	11	block_011	0.8127323420074349	8	0.38972571997655764	26.0	26
PieAPP	dinov3_vits16	DINOv3	6	block_006	0.8137778810408922	8	0.3909132064895053	24.0	24
PieAPP	dinov3_vits16plus	DINOv3	6	block_006	0.8422397769516728	8	0.3977869651351958	21.0	21
PieAPP	fastvit_ma36	FastViT	2	feature_map_002	0.7743959107806692	8	0.3824698908691367	32.0	32
PieAPP	fastvit_s12	FastViT	0	feature_map_000	0.7364079925650557	8	0.3722219881467313	42.0	42
PieAPP	fastvit_sa12	FastViT	3	feature_map_003	0.6121050185873605	8	0.35844372837630634	53.0	53
PieAPP	fastvit_sa24	FastViT	1	feature_map_001	0.5313661710037174	8	0.3418282338348335	61.0	61
PieAPP	fastvit_sa36	FastViT	3	feature_map_003	0.5383364312267658	8	0.3448957336392278	60.0	60
PieAPP	fastvit_t12	FastViT	0	feature_map_000	0.4975604089219331	8	0.3355591181251709	64.0	64
PieAPP	fastvit_t8	FastViT	1	feature_map_001	0.7297862453531598	8	0.37100900210763804	43.0	43
PieAPP	fastvithd_05b	FastViTHD	44	image_embeddings	0.9967472118959108	8	0.4635704589632683	1.0	1
PieAPP	fastvithd_15b	FastViTHD	44	image_embeddings	0.9875697026022304	8	0.447898902084851	2.0	2
PieAPP	fastvithd_7b	FastViTHD	45	canonical_embedding	0.983503717472119	8	0.4464933819296299	5.0	5
PieAPP	ijepa_vith14	I-JEPA	6	hidden_state_006	0.9851301115241635	8	0.4548794078756243	4.0	4
PieAPP	internvit_300m	InternViT	3	hidden_state_003	0.7075975836431228	8	0.36693896285510247	46.0	46
PieAPP	internvit_300m_v25	InternViT	3	hidden_state_003	0.6773931226765799	8	0.3619955446426623	49.0	49
PieAPP	internvit_6b_v25	InternViT	45	hidden_state_045	0.2986756505576208	8	0.3013987209813979	75.0	75
PieAPP	resnet101	ResNet	3	hidden_state_003	0.6979553903345725	8	0.37128350804718246	47.0	47
PieAPP	resnet152	ResNet	2	hidden_state_002	0.6797165427509294	8	0.3628168961450836	48.0	48
PieAPP	resnet18	ResNet	3	hidden_state_003	0.8822026022304833	8	0.4083858682999853	17.0	17
PieAPP	resnet34	ResNet	3	hidden_state_003	0.8657063197026023	8	0.404203653650751	18.0	18
PieAPP	resnet50	ResNet	4	hidden_state_004	0.7433782527881041	8	0.3776127595699351	41.0	41
PieAPP	resnext101_32x8d	ResNeXt	3	feature_map_003	0.7682388475836431	8	0.3814512385053423	33.0	33
PieAPP	resnext50_32x4d	ResNeXt	3	feature_map_003	0.8579228624535316	8	0.40184740524621687	19.0	19
PieAPP	siglip2_base	SigLIP2	2	image_embeds_l2	0.5528578066914498	8	0.3476095787088071	59.0	59
PieAPP	siglip2_base_naflex	SigLIP2	2	image_embeds_l2	0.7984433085501859	8	0.3867812810265349	28.0	28
PieAPP	siglip2_large	SigLIP2	2	image_embeds_l2	0.5808550185873605	8	0.35261656896482496	56.0	56
PieAPP	siglip2_so400m	SigLIP2	1	pooler_output	0.47235130111524165	8	0.3340546862273497	66.0	66
PieAPP	siglip2_so400m_naflex	SigLIP2	1	pooler_output	0.5594795539033457	8	0.3489543992497558	58.0	58
PieAPP	siglip_base	SigLIP	6	hidden_state_006	0.8134293680297398	8	0.3907936791984695	25.0	25
PieAPP	siglip_large	SigLIP	12	hidden_state_012	0.7190985130111524	8	0.3717889886563841	44.0	44
PieAPP	siglip_so400m	SigLIP	29	image_embeds_l2	0.6090845724907064	8	0.3581302515428625	54.0	54
PieAPP	swin_base	Swin	2	hidden_state_002	0.3982342007434944	8	0.3175115724300531	68.0	68
PieAPP	swin_large	Swin	3	hidden_state_003	0.38905669144981414	8	0.31770839646824284	69.0	69
PieAPP	swin_small	Swin	2	hidden_state_002	0.518703531598513	8	0.3388683842765302	62.0	62
PieAPP	swin_tiny	Swin	3	hidden_state_003	0.6268587360594796	8	0.3588452845478741	52.0	52
PieAPP	swinv2_base	SwinV2	2	hidden_state_002	0.3233039033457249	8	0.3040109594803761	72.0	72
PieAPP	swinv2_large	SwinV2	5	canonical_embedding	0.3260920074349442	8	0.30643914080275725	70.0	70
PieAPP	swinv2_small	SwinV2	3	hidden_state_003	0.30297397769516726	8	0.29998319111681937	74.0	74
PieAPP	swinv2_tiny	SwinV2	3	hidden_state_003	0.4887314126394052	8	0.3362450594627382	65.0	65
PieAPP	vgg11	VGG	5	feature_map_005	0.8451440520446096	8	0.397948114402359	20.0	20
PieAPP	vgg11_bn	VGG	5	feature_map_005	0.8258596654275093	8	0.39344163073974797	22.0	22
PieAPP	vgg13	VGG	5	feature_map_005	0.7536013011152416	8	0.3802355913181138	37.0	37
PieAPP	vgg13_bn	VGG	5	feature_map_005	0.7189823420074349	8	0.3746258473097704	45.0	45
PieAPP	vgg16	VGG	5	feature_map_005	0.7983271375464684	8	0.38719401248867114	29.0	29
PieAPP	vgg16_bn	VGG	5	feature_map_005	0.7451208178438662	8	0.3776386506980412	40.0	40
PieAPP	vgg19	VGG	3	feature_map_003	0.7785780669144982	8	0.38333096069168804	31.0	31
PieAPP	vgg19_bn	VGG	5	feature_map_005	0.8029739776951672	8	0.38771677185681774	27.0	27
PieAPP	vit_base	ViT	3	hidden_state_003	0.8931226765799256	8	0.4117193340409548	14.0	14
PieAPP	vit_huge	ViT	23	hidden_state_023	0.9819934944237918	8	0.4408465797988017	6.0	6
PieAPP	vit_large	ViT	20	hidden_state_020	0.9502788104089219	8	0.42967853655510013	7.0	7
PieAPP	vit_mae_base	MAE	11	hidden_state_011	0.9138011152416357	8	0.418315644596182	12.0	12
PieAPP	vit_mae_huge	MAE	19	hidden_state_019	0.8840613382899628	8	0.408634436184118	16.0	16
PieAPP	vit_mae_large	MAE	19	hidden_state_019	0.8867332713754648	8	0.4091243312012627	15.0	15
PieAPP	vit_small	ViT	2	block_002	0.8990473977695167	8	0.41373273136158856	13.0	13
PieAPP	vit_tiny	ViT	1	block_001	0.9248373605947955	8	0.42028842580967063	11.0	11
SPAQ	clip_vit_b16	CLIP	9	hidden_state_009	0.9168771444910409	8	0.3147038136518955	16.0	16
SPAQ	clip_vit_b32	CLIP	4	hidden_state_004	0.9529277208405283	8	0.34079113666218863	9.0	9
SPAQ	clip_vit_l14	CLIP	16	hidden_state_016	0.9931046904083783	8	0.38071338084580336	3.0	3
SPAQ	clip_vit_l14_336	CLIP	16	hidden_state_016	0.997461067442608	8	0.4045260404741558	2.0	2
SPAQ	convnext_base	ConvNeXt	1	hidden_state_001	0.6170249695379486	8	0.22288131437304412	51.0	51
SPAQ	convnext_large	ConvNeXt	2	hidden_state_002	0.40879944476837626	8	0.16935023205597377	70.0	70
SPAQ	convnext_small	ConvNeXt	2	hidden_state_002	0.5862294474595022	8	0.2137909088100498	56.0	56
SPAQ	convnext_tiny	ConvNeXt	2	hidden_state_002	0.4528991042661823	8	0.18054901248294336	67.0	67
SPAQ	dino_vitb16	DINO	5	hidden_state_005	0.4555673370186809	8	0.18261071079372437	66.0	66
SPAQ	dino_vitb8	DINO	5	hidden_state_005	0.629785625649421	8	0.22721684597609487	48.0	48
SPAQ	dino_vits16	DINO	6	hidden_state_006	0.5150710064811285	8	0.19733502188997887	62.0	62
SPAQ	dino_vits8	DINO	6	hidden_state_006	0.573407820524321	8	0.21177755622243483	57.0	57
SPAQ	dinov2_base	DINOv2	5	hidden_state_005	0.9662367639583473	8	0.3494110543464391	8.0	8
SPAQ	dinov2_giant	DINOv2	17	hidden_state_017	0.917368648755728	8	0.3150890294650746	15.0	15
SPAQ	dinov2_large	DINOv2	11	hidden_state_011	0.9327268722014158	8	0.3249147383211617	12.0	12
SPAQ	dinov2_small	DINOv2	7	hidden_state_007	0.9689120048515022	8	0.35100742396791057	7.0	7
SPAQ	dinov3_vitb16	DINOv3	0	block_000	0.7416533044784822	8	0.2583086846974071	31.0	31
SPAQ	dinov3_vith16plus	DINOv3	8	block_008	0.7453208980885531	8	0.25748387596516514	30.0	30
SPAQ	dinov3_vitl16	DINOv3	9	block_009	0.6513129985124053	8	0.23244770124623887	42.0	42
SPAQ	dinov3_vits16	DINOv3	1	block_001	0.6289636875527946	8	0.22614587454280596	49.0	49
SPAQ	dinov3_vits16plus	DINOv3	0	block_000	0.7290923803757111	8	0.25427535180561134	33.0	33
SPAQ	fastvit_ma36	FastViT	0	feature_map_000	0.9322482161945983	8	0.3255192436588835	13.0	13
SPAQ	fastvit_s12	FastViT	0	feature_map_000	0.7501504414194194	8	0.2590119184732931	28.0	28
SPAQ	fastvit_sa12	FastViT	1	feature_map_001	0.7360227306706136	8	0.255799362474139	32.0	32
SPAQ	fastvit_sa24	FastViT	2	feature_map_002	0.944734503599381	8	0.3339224350222735	11.0	11
SPAQ	fastvit_sa36	FastViT	0	feature_map_000	0.7127616606116332	8	0.2500899417686062	35.0	35
SPAQ	fastvit_t12	FastViT	0	feature_map_000	0.6509367781615124	8	0.23315052597068203	43.0	43
SPAQ	fastvit_t8	FastViT	1	feature_map_001	0.4498228809251493	8	0.1808496596807658	68.0	68
SPAQ	fastvithd_05b	FastViTHD	18	block_018	0.8776849354877292	8	0.2937593975013303	20.0	20
SPAQ	fastvithd_15b	FastViTHD	13	block_013	0.8783889032166431	8	0.2955515930983952	19.0	19
SPAQ	fastvithd_7b	FastViTHD	13	block_013	0.8912227943979727	8	0.30001511298932526	18.0	18
SPAQ	ijepa_vith14	I-JEPA	2	hidden_state_002	0.7723724378237761	8	0.2643768916772496	25.0	25
SPAQ	internvit_300m	InternViT	8	hidden_state_008	0.9829425360498755	8	0.3637416328729855	6.0	6
SPAQ	internvit_300m_v25	InternViT	9	hidden_state_009	0.9829454561084823	8	0.3629869725650129	5.0	5
SPAQ	internvit_6b_v25	InternViT	24	hidden_state_024	0.9897161375987681	8	0.3714613068247466	4.0	4
SPAQ	resnet101	ResNet	2	hidden_state_002	0.7055403556771546	8	0.2480694896582556	37.0	37
SPAQ	resnet152	ResNet	2	hidden_state_002	0.6401882760347753	8	0.2294766119312597	45.0	45
SPAQ	resnet18	ResNet	1	hidden_state_001	0.7806731132216516	8	0.2657579437526062	24.0	24
SPAQ	resnet34	ResNet	1	hidden_state_001	0.7608093561481016	8	0.26119331577540467	27.0	27
SPAQ	resnet50	ResNet	2	hidden_state_002	0.6712856153708148	8	0.2384775695964314	39.0	39
SPAQ	resnext101_32x8d	ResNeXt	2	feature_map_002	0.7969950728099093	8	0.2702460575012232	23.0	23
SPAQ	resnext50_32x4d	ResNeXt	2	feature_map_002	0.7082935037339373	8	0.24856262622221098	36.0	36
SPAQ	siglip2_base	SigLIP2	1	pooler_output	0.257135338409096	8	0.13124651907247023	72.0	72
SPAQ	siglip2_base_naflex	SigLIP2	1	pooler_output	0.2221579419987591	8	0.12202457335551427	73.0	73
SPAQ	siglip2_large	SigLIP2	1	pooler_output	0.4251430127903239	8	0.17606626961931868	69.0	69
SPAQ	siglip2_so400m	SigLIP2	1	pooler_output	0.3484619233701868	8	0.15791749940482147	71.0	71
SPAQ	siglip_base	SigLIP	1	hidden_state_001	0.9273699662861714	8	0.3237112217238155	14.0	14
SPAQ	siglip_large	SigLIP	7	hidden_state_007	0.95220448072481	8	0.3405309235669	10.0	10
SPAQ	siglip_so400m	SigLIP	13	hidden_state_013	1.0	8	0.4462251798316492	1.0	1
SPAQ	swin_base	Swin	2	hidden_state_002	0.5292822309060872	8	0.19967083742190753	60.0	60
SPAQ	swin_large	Swin	1	hidden_state_001	0.5878977353427075	8	0.21539871808860817	55.0	55
SPAQ	swin_small	Swin	2	hidden_state_002	0.5505457472733661	8	0.20481041463537275	58.0	58
SPAQ	swin_tiny	Swin	2	hidden_state_002	0.6174543349554843	8	0.2235594048547549	50.0	50
SPAQ	swinv2_base	SwinV2	2	hidden_state_002	0.5505364030858245	8	0.20506269980046352	59.0	59
SPAQ	swinv2_large	SwinV2	2	hidden_state_002	0.5281932826504601	8	0.19907788377938737	61.0	61
SPAQ	swinv2_small	SwinV2	2	hidden_state_002	0.5920393128658249	8	0.21616959050022203	54.0	54
SPAQ	swinv2_tiny	SwinV2	2	hidden_state_002	0.6313760063689983	8	0.2273240329043741	47.0	47
SPAQ	vgg11	VGG	2	feature_map_002	0.5932427274188364	8	0.2168806767061769	53.0	53
SPAQ	vgg11_bn	VGG	2	feature_map_002	0.5085828698616313	8	0.1941278864301823	64.0	64
SPAQ	vgg13	VGG	1	feature_map_001	0.6718528075545888	8	0.23584853327809102	38.0	38
SPAQ	vgg13_bn	VGG	1	feature_map_001	0.6349846147952127	8	0.22805293997468232	46.0	46
SPAQ	vgg16	VGG	1	feature_map_001	0.7458691682925553	8	0.2588442640700452	29.0	29
SPAQ	vgg16_bn	VGG	1	feature_map_001	0.6421274285543421	8	0.23041366434217153	44.0	44
SPAQ	vgg19	VGG	1	feature_map_001	0.7206179030895622	8	0.25077379778890974	34.0	34
SPAQ	vgg19_bn	VGG	1	feature_map_001	0.6642756058771202	8	0.2361099450580727	40.0	40
SPAQ	vit_base	ViT	3	hidden_state_003	0.5104338366112744	8	0.1950238207460141	63.0	63
SPAQ	vit_huge	ViT	8	hidden_state_008	0.6094572288503659	8	0.22103599593831075	52.0	52
SPAQ	vit_large	ViT	11	hidden_state_011	0.4579991618263775	8	0.18341054655694294	65.0	65
SPAQ	vit_mae_base	MAE	3	hidden_state_003	0.6617944904801417	8	0.23512100924207802	41.0	41
SPAQ	vit_mae_huge	MAE	7	hidden_state_007	0.7684477622539676	8	0.263024005921602	26.0	26
SPAQ	vit_mae_large	MAE	7	hidden_state_007	0.8659575129136672	8	0.28896651450048333	21.0	21
SPAQ	vit_small	ViT	4	block_004	0.8938956992442422	8	0.30271117927105273	17.0	17
SPAQ	vit_tiny	ViT	3	block_003	0.8413926950879475	8	0.2821793559705883	22.0	22
TID2013	clip_vit_b16	CLIP	12	hidden_state_012	0.9190288104089219	8	0.5066177013603731	26.0	26
